name;language;data_source_url;title;title_en;description;description_en;temporal_coverage;update_frequency;spatial_coverage;last_pipeline_run
basel_land_quadratmeterpreis_wohnbauland_nach_gemeinde_und_jahr;de;https://data.bl.ch/explore/dataset/10200/table;Durchschnittlicher Quadratmeterpreis von Wohnbauland nach Gemeinde und Jahr (seit 1979);Average price per square metre of residential land by municipality and year (since 1979);Der Durchschnittspreis pro Quadratmeter der kantonalen Bodenpreisstatistik Basel-Landschaft basiert auf den seit 1979 elektronisch erfassten Handänderungsmeldungen des Grundbuchs. Fehlende Werte wurden ausgeschlossen.;Average price per square meter of the Basel-Landschaft cantonal land price statistics are based on the notifications of change of ownership of the land registry, which have been recorded electronically since 1979. Missing values have been excluded.;1979-2022;ANNUAL;Gemeinde;2023-10-09
