name;language;data_source_url;last_pipeline_run;title;title_en;description;description_en;temporal_coverage;update_frequency;spatial_coverage
staatsausgaben_nach_aufgabenbereichen_cofog;de;https://environment.ld.admin.ch/foen/BFS_cofog_national/1;"Staatsausgaben nach Aufgabenbereichen (COFOG)";"Expenditure of general government by function (COFOG)";"Die Ausgaben des Staates (Bund, Kantone, Gemeinden und Öffentliche Sozialversicherungen) sind nach dem Aufgabenbereich ausgewertet. Wir benutzen die funktionelle Klassifikation COFOG (Classification of the functions of government) der Vereinten Nationen, die einen internationalen Vergleich der Ergebnisse erlaubt. Das Konzept der "Ausgaben" folgt dem Prinzip der Volkswirtschaftlichen Gesamtrechnung. Es enthält die Arbeitnehmerentgelte, die Vorleistungen, die Subventionen, die Sozialleistungen, die anderen Transfers, die bezahlten Zinsen und die Bruttoinvestitionen gemäss den Definitionen.";"The expenditure of general government (central government, state government, local government and social security funds) is broken down by function following the functional classification COFOG (Classification of the functions of government) of the United Nations, which allows an international comparison of the results. The "expenditure" concept follows the principles of the National Accounts. It refers to the compensation of employees, the intermediate consumption, the subsidies, the social benefits, the other transfers, the interests paid and the gross investments.";1995-2021;ANNUAL;Country
