name;language;last_pipeline_run;data_source_url;title;title_en;description;description_en;temporal_coverage;update_frequency;spatial_coverage
resident_population_birthplace_citizenship_type;en;2022-12-31;https://www.bfs.admin.ch/asset/en/px-x-0102010000_104;"Permanent and non permanent resident population by institutional units, place of birth and citizenship, 2010-2021";"Permanent and non permanent resident population by institutional units, place of birth and citizenship, 2010-2021";"This dataset presents annual data on the permanent and non permanent resident population by canton, district and commune, place of birth (Switzerland, abroad) and citizenship, since 2010.";"This dataset presents annual data on the permanent and non permanent resident population by canton, district and commune, place of birth (Switzerland, abroad) and citizenship, since 2010.";2010-2021;ANNUAL;"country,canton,municipality,district"
