name;language;data_source_url;title;title_en;description;description_en;temporal_coverage;update_frequency;spatial_coverage;last_pipeline_run
aargau_obst_rebbau_rebland_wein_ernte;de;https://www.ag.ch/de/themen/datenportal#/api/landwirtschaft-obst-und-rebbau-rebbau-rebland-wein-ernte-oechsle-ab-19702019;Landwirtschaft, Obst- und Rebbau, Rebbau, Rebland, Wein, Ernte (1970-2019);Agriculture, fruit growing, viticulture, vineyards, wine, harvest (1970-2019);Weinernte, Erntewert und Rebfläche für Weine im Kanton Aargau ab 1970. Die roten Reben werden in europäische und Kreuzungen eingeteilt, wobei die Kreuzung seit 2016 sowohl Rot- als auch Weissweine umfasst.;Wine harvest, harvest value and vineyard area for wines in canton Aargau from 1970. Red vines are classified into  european and crossings, but since 2016, crossing includes both red and white wines.;1970-2019;ANNUAL;Canton;2023-10-09
