name;language;last_pipeline_run;data_source_url;title;title_en;description;description_en;temporal_coverage;update_frequency;spatial_coverage
demographic_balance_by_canton;en;2023-09-18;https://www.bfs.admin.ch/asset/en/px-x-0102020000_101;Demographic balance by canton;Demographic balance by canton;"Annual data on the population, the live births, the deaths, the migrations, the inter-cantonal departures and arrivals, the acquisitions of Swiss citizenship by canton since 1980.";"Annual data on the population, the live births, the deaths, the migrations, the inter-cantonal departures and arrivals, the acquisitions of Swiss citizenship by canton since 1980. Acquisition of swiss citizenship does not count affect population change.";1980-2022;ANNUAL;Canton
