name;language;last_pipeline_run;data_source_url;title;title_en;description;description_en;temporal_coverage;update_frequency;spatial_coverage
resident_population_type_citizenship_category_gender_age;en;2022-12-31;https://www.bfs.admin.ch/asset/en/px-x-0102010000_101;"Permanent and non permanent resident population by institutional units, citizenship (category), sex and age, 2010-2021";"Permanent and non permanent resident population by institutional units, citizenship (category), sex and age, 2010-2021";"This dataset presents annual data on the permanent and non permanent resident population by canton, district and commune, citizenship (Switzerland, foreign country), sex and age, since 2010.";"This dataset presents annual data on the permanent and non permanent resident population by canton, district and commune, citizenship (Switzerland, foreign country), sex and age, since 2010.";2010-2021;ANNUAL;"country,canton,municipality,district"
