name;language;last_pipeline_run;data_source_url;title;title_en;description;description_en;temporal_coverage;update_frequency;spatial_coverage
employees_farmholdings_agricultural_area_livestock_per_canton;en;2023-08-22;Employees, farmholdings, utilized agricultural area and livestock on level 1 of classification by Observation unit, Canton, Farmholding system and Year
