name;language;last_pipeline_run;data_source_url;title;title_en;description;description_en;temporal_coverage;update_frequency;spatial_coverage
divorces_duration_of_marriage_citizenship_categories;en;2022-12-31;https://www.bfs.admin.ch/asset/en/px-x-0102020203_103;"Divorces by institutional units, duration of marriage and citizenship (category) of both of the divorcing partners at divorce";"Divorces by institutional units, duration of marriage and citizenship (category) of both of the divorcing partners at divorce";"This dataset presents the annual number of divorces by canton, district and commune, duration of marriage and citizenship (Switzerland, foreign country) of the spouses, since 1969.";"This dataset presents the annual number of divorces by canton, district and commune, duration of marriage and citizenship (Switzerland, foreign country) of the spouses, since 1969.";1969-2021;ANNUAL;"country,canton,municipality,district"
