name;language;data_source_url;title;title_en;description;description_en;temporal_coverage;update_frequency;spatial_coverage
basel_land_bevolkerung_nach_nationalitat_konfession_gemeinde;de;https://data.bl.ch/explore/dataset/10020/table;"Bevölkerungsbestand nach Nationalität, Konfession, Gemeinde und Quartal (seit 2003)";"Population by nationality, denomination, municipality and quarter (since 2003)";"Anzahl der Personen in jeder Gemeinde von Basel-Landschaft, nach Quartier, staatlich anerkannter Religion und Nationalität (Schweizer / Ausländer).";"Number of people in each municipality of Basel-Landschaft, by quarter, state-recognized religion and nationality (Swiss / foreigner).";2003-2022;QUARTERLY;Gemeinde
