"spatialunit_uid","spatialunit_current_id","spatialunit_ontology","name","name_de","name_fr","name_it","country","canton","district","municipal","residence_area","neighborhood","region","zone","spatialunit_hist_id","canton_hist_id","district_hist_id","valid_from","valid_until"
"112_A.ADM5",112,Neighbourhood,Hard,Hard,Hard,Hard,false,false,false,false,false,true,false,false,112,1,10228,1934-01-01,2999-12-31
"5669_A.ADM3",5669,Municipality,Curtilles,Curtilles,Curtilles,Curtilles,false,false,false,true,false,false,false,false,14821,22,10274,2006-09-01,2999-12-31
"865_A.ADM3",865,Municipality,Gelterfingen,Gelterfingen,Gelterfingen,Gelterfingen,false,false,false,true,false,false,false,false,15289,2,10288,2010-01-01,2017-12-31
"3316_A.ADM3",3316,Municipality,Weesen,Weesen,Weesen,Weesen,false,false,false,true,false,false,false,false,14424,17,10270,2003-01-01,2999-12-31
"1628_A.ADM3",1628,Municipality,Schwändi,Schwändi,Schwändi,Schwändi,false,false,false,true,false,false,false,false,12962,8,10109,1960-01-01,2010-12-31
"2137_A.ADM3",2137,Municipality,Hauteville,Hauteville,Hauteville,Hauteville,false,false,false,true,false,false,false,false,12247,10,10105,1960-01-01,2999-12-31
"2225_A.ADM3",2225,Municipality,Senèdes,Senèdes,Senèdes,Senèdes,false,false,false,true,false,false,false,false,12997,10,10104,1960-01-01,2020-12-31
"64_A.ADM3",64,Municipality,Nürensdorf,Nürensdorf,Nürensdorf,Nürensdorf,false,false,false,true,false,false,false,false,12547,1,10081,1960-01-01,2999-12-31
"717_A.ADM3",717,Municipality,Valbirse,Valbirse,Valbirse,Valbirse,false,false,false,true,false,false,false,false,15661,2,10283,2015-01-01,2999-12-31
"641_A.ADM3",641,Municipality,Blauen,Blauen,Blauen,Blauen,false,false,false,true,false,false,false,false,13451,2,10222,1979-01-01,1993-12-31
"5903_A.ADM3",5903,Municipality,Bioley-Magnoux,Bioley-Magnoux,Bioley-Magnoux,Bioley-Magnoux,false,false,false,true,false,false,false,false,14756,22,10276,2006-09-01,2999-12-31
"5014_A.ADM3",5014,Municipality,Pianezzo,Pianezzo,Pianezzo,Pianezzo,false,false,false,true,false,false,false,false,13143,21,10007,1960-01-01,2017-04-01
"628_A.ADM3",628,Municipality,Zäziwil,Zäziwil,Zäziwil,Zäziwil,false,false,false,true,false,false,false,false,15190,2,10288,2010-01-01,2999-12-31
"925_A.ADM3",925,Municipality,Fahrni,Fahrni,Fahrni,Fahrni,false,false,false,true,false,false,false,false,15324,2,10289,2010-01-01,2999-12-31
"2300_A.ADM3",2300,Municipality,Plasselb,Plasselb,Plasselb,Plasselb,false,false,false,true,false,false,false,false,13218,10,10102,1971-01-01,2999-12-31
"4275_A.ADM3",4275,Municipality,Kirchleerau,Kirchleerau,Kirchleerau,Kirchleerau,false,false,false,true,false,false,false,false,12696,19,10017,1960-01-01,2999-12-31
"92_A.ADM3",92,Municipality,Oberglatt,Oberglatt,Oberglatt,Oberglatt,false,false,false,true,false,false,false,false,12469,1,10080,1960-01-01,2999-12-31
"6082_A.ADM3",6082,Municipality,Ayent,Ayent,Ayent,Ayent,false,false,false,true,false,false,false,false,11666,23,10031,1960-01-01,2999-12-31
"193_A.ADM3",193,Municipality,Fällanden,Fällanden,Fällanden,Fällanden,false,false,false,true,false,false,false,false,12248,1,10075,1960-01-01,2999-12-31
"128_A.ADM5",128,Neighbourhood,Leimbach,Leimbach,Leimbach,Leimbach,false,false,false,false,false,true,false,false,128,1,10228,1934-01-01,2999-12-31
"5239_A.ADM3",5239,Municipality,Tresa,Tresa,Tresa,Tresa,false,false,false,true,false,false,false,false,16611,21,10003,2021-04-18,2999-12-31
"2403_A.ADM3",2403,Municipality,Kestenholz,Kestenholz,Kestenholz,Kestenholz,false,false,false,true,false,false,false,false,13705,11,10230,1991-01-01,2999-12-31
"5727_A.ADM3",5727,Municipality,Saint-Cergue,Saint-Cergue,Saint-Cergue,Saint-Cergue,false,false,false,true,false,false,false,false,14613,22,10280,2006-09-01,2999-12-31
"1067_A.ADM3",1067,Municipality,Udligenswil,Udligenswil,Udligenswil,Udligenswil,false,false,false,true,false,false,false,false,15530,3,10299,2013-01-01,2999-12-31
"6235_A.ADM3",6235,Municipality,Chippis,Chippis,Chippis,Chippis,false,false,false,true,false,false,false,false,11610,23,10178,1960-01-01,2999-12-31
"1218_A.ADM4",1218,Residential Area,Klybeck,Klybeck,Klybeck,Klybeck,false,false,false,false,true,false,false,false,1218,12,,1948-01-01,2999-12-31
"5757_A.ADM3",5757,Municipality,Orbe,Orbe,Orbe,Orbe,false,false,false,true,false,false,false,false,14673,22,10276,2006-09-01,2999-12-31
"6134_A.ADM3",6134,Municipality,Isérables,Isérables,Isérables,Isérables,false,false,false,true,false,false,false,false,12663,23,10029,1960-01-01,2999-12-31
"4928_A.ADM3",4928,Municipality,Reuti,Reuti,Reuti,Reuti,false,false,false,true,false,false,false,false,12914,20,10008,1960-01-01,1995-12-31
"1001_A.ADM2",1001,District,District de la Broye,District de la Broye,District de la Broye,District de la Broye,false,false,true,false,false,false,false,false,10107,10,10107,1960-01-01,2999-12-31
"5099_A.ADM3",5099,Municipality,Cavigliano,Cavigliano,Cavigliano,Cavigliano,false,false,false,true,false,false,false,false,11386,21,10004,1960-01-01,2013-04-13
"593_A.ADM3",593,Municipality,Unterseen,Unterseen,Unterseen,Unterseen,false,false,false,true,false,false,false,false,15165,2,10292,2010-01-01,2999-12-31
"5240_A.ADM3",5240,Municipality,Val Mara,Val Mara,Val Mara,Val Mara,false,false,false,true,false,false,false,false,16619,21,10003,2022-04-10,2999-12-31
"5854_A.ADM3",5854,Municipality,Burtigny,Burtigny,Burtigny,Burtigny,false,false,false,true,false,false,false,false,14842,22,10280,2006-09-01,2999-12-31
"6783_A.ADM3",6783,Municipality,Courchavon,Courchavon,Courchavon,Courchavon,false,false,false,true,false,false,false,false,13330,26,10226,1979-01-01,2999-12-31
"626_A.ADM3",626,Municipality,Walkringen,Walkringen,Walkringen,Walkringen,false,false,false,true,false,false,false,false,15188,2,10288,2010-01-01,2999-12-31
"4271_A.ADM3",4271,Municipality,Aarburg,Aarburg,Aarburg,Aarburg,false,false,false,true,false,false,false,false,11738,19,10017,1960-01-01,2999-12-31
"5195_A.ADM3",5195,Municipality,Maroggia,Maroggia,Maroggia,Maroggia,false,false,false,true,false,false,false,false,12762,21,10003,1960-01-01,2022-04-09
"2601_A.ADM2",2601,District,District de Delémont,District de Delémont,District de Delémont,District de Delémont,false,false,true,false,false,false,false,false,10224,26,10224,1979-01-01,2999-12-31
"1058_A.ADM3",1058,Municipality,Horw,Horw,Horw,Horw,false,false,false,true,false,false,false,false,15559,3,10299,2013-01-01,2999-12-31
"4253_A.ADM3",4253,Municipality,Magden,Magden,Magden,Magden,false,false,false,true,false,false,false,false,12711,19,10018,1960-01-01,2999-12-31
"5562_A.ADM3",5562,Municipality,Mauborget,Mauborget,Mauborget,Mauborget,false,false,false,true,false,false,false,false,14633,22,10276,2006-09-01,2999-12-31
"3652_A.ADM3",3652,Municipality,Tenna,Tenna,Tenna,Tenna,false,false,false,true,false,false,false,false,14219,18,10257,2001-01-01,2012-12-31
"3540_A.ADM3",3540,Municipality,Sur,Sur,Sur,Sur,false,false,false,true,false,false,false,false,14165,18,10263,2001-01-01,2015-12-31
"4081_A.ADM3",4081,Municipality,Widen,Widen,Widen,Widen,false,false,false,true,false,false,false,false,10278,19,10024,1960-01-01,2999-12-31
"5818_A.ADM3",5818,Municipality,Granges-près-Marnand,Granges-près-Marnand,Granges-près-Marnand,Granges-près-Marnand,false,false,false,true,false,false,false,false,14723,22,10274,2006-09-01,2011-06-30
"2932_A.ADM3",2932,Municipality,Beringen,Beringen,Beringen,Beringen,false,false,false,true,false,false,false,false,15604,14,10089,2013-01-01,2999-12-31
"2404_A.ADM2",2404,District,District de Neuchâtel,District de Neuchâtel,District de Neuchâtel,District de Neuchâtel,false,false,true,false,false,false,false,false,10176,24,10176,1960-01-01,2017-12-31
"3201_A.ADM3",3201,Municipality,Häggenschwil,Häggenschwil,Häggenschwil,Häggenschwil,false,false,false,true,false,false,false,false,14378,17,10266,2003-01-01,2999-12-31
"4284_A.ADM3",4284,Municipality,Staffelbach,Staffelbach,Staffelbach,Staffelbach,false,false,false,true,false,false,false,false,10707,19,10017,1960-01-01,2999-12-31
"2153_A.ADM3",2153,Municipality,Sorens,Sorens,Sorens,Sorens,false,false,false,true,false,false,false,false,10416,10,10105,1960-01-01,2999-12-31
"6024_A.ADM3",6024,Municipality,Nendaz,Nendaz,Nendaz,Nendaz,false,false,false,true,false,false,false,false,12518,23,10034,1960-01-01,2999-12-31
"6157_A.ADM3",6157,Municipality,Val-d'Illiez,Val-d'Illiez,Val-d'Illiez,Val-d'Illiez,false,false,false,true,false,false,false,false,10933,23,10013,1960-01-01,2999-12-31
"1219_A.ADM3",1219,Municipality,Unterschächen,Unterschächen,Unterschächen,Unterschächen,false,false,false,true,false,false,false,false,10869,4,10061,1960-01-01,2999-12-31
"26_A.ADM1",26,Canton,Canton Jura,Kanton Jura,Canton du Jura,Canton Giura,false,true,false,false,false,false,false,false,26,26,,1979-01-01,2999-12-31
"9163_A.ADM3",9163,Municipality,Sempachersee,Sempachersee,Sempachersee,Sempachersee,false,false,false,true,false,false,false,false,10270,3,10134,1960-01-01,2999-12-31
"6292_A.ADM3",6292,Municipality,St. Niklaus,St. Niklaus,St. Niklaus,St. Niklaus,false,false,false,true,false,false,false,false,10375,23,10180,1960-01-01,2999-12-31
"3733_A.ADM3",3733,Municipality,Tamins,Tamins,Tamins,Tamins,false,false,false,true,false,false,false,false,15998,18,10310,2017-01-01,2999-12-31
"2039_A.ADM3",2039,Municipality,Rueyres-les-Prés,Rueyres-les-Prés,Rueyres-les-Prés,Rueyres-les-Prés,false,false,false,true,false,false,false,false,12841,10,10107,1960-01-01,2016-12-31
"2283_A.ADM3",2283,Municipality,Wallenried,Wallenried,Wallenried,Wallenried,false,false,false,true,false,false,false,false,10480,10,10103,1960-01-01,2016-12-31
"6291_A.ADM3",6291,Municipality,Saas-Grund,Saas-Grund,Saas-Grund,Saas-Grund,false,false,false,true,false,false,false,false,14930,23,10180,2007-01-01,2999-12-31
"6792_A.ADM3",6792,Municipality,Grandfontaine,Grandfontaine,Grandfontaine,Grandfontaine,false,false,false,true,false,false,false,false,13339,26,10226,1979-01-01,2999-12-31
"929_A.ADM3",929,Municipality,Hilterfingen,Hilterfingen,Hilterfingen,Hilterfingen,false,false,false,true,false,false,false,false,15327,2,10289,2010-01-01,2999-12-31
"4590_A.ADM3",4590,Municipality,Hüttlingen,Hüttlingen,Hüttlingen,Hüttlingen,false,false,false,true,false,false,false,false,15469,20,10294,2011-01-01,2999-12-31
"439_A.ADM3",439,Municipality,Péry,Péry,Péry,Péry,false,false,false,true,false,false,false,false,15090,2,10283,2010-01-01,2014-12-31
"2848_A.ADM3",2848,Municipality,Hemmiken,Hemmiken,Hemmiken,Hemmiken,false,false,false,true,false,false,false,false,13787,13,10238,1994-01-01,2999-12-31
"906_A.ADM3",906,Municipality,Schangnau,Schangnau,Schangnau,Schangnau,false,false,false,true,false,false,false,false,15316,2,10287,2010-01-01,2999-12-31
"5751_A.ADM3",5751,Municipality,Corcelles-sur-Chavornay,Corcelles-sur-Chavornay,Corcelles-sur-Chavornay,Corcelles-sur-Chavornay,false,false,false,true,false,false,false,false,14797,22,10276,2006-09-01,2016-12-31
"19_A.ADM1",19,Canton,Canton Aargau,Kanton Aargau,Canton d'Argovie,Canton Argovia,false,true,false,false,false,false,false,false,19,19,,1848-01-01,2999-12-31
"6211_A.ADM3",6211,Municipality,Collonges,Collonges,Collonges,Collonges,false,false,false,true,false,false,false,false,11598,23,10177,1960-01-01,2999-12-31
"33_A.ADM3",33,Municipality,Kleinandelfingen,Kleinandelfingen,Kleinandelfingen,Kleinandelfingen,false,false,false,true,false,false,false,false,12699,1,10082,1960-01-01,2999-12-31
"1139_A.ADM3",1139,Municipality,Pfaffnau,Pfaffnau,Pfaffnau,Pfaffnau,false,false,false,true,false,false,false,false,15591,3,10302,2013-01-01,2999-12-31
"584_A.ADM3",584,Municipality,Lauterbrunnen,Lauterbrunnen,Lauterbrunnen,Lauterbrunnen,false,false,false,true,false,false,false,false,15156,2,10292,2010-01-01,2999-12-31
"3602_A.ADM3",3602,Municipality,Uors-Peiden,Uors-Peiden,Uors-Peiden,Uors-Peiden,false,false,false,true,false,false,false,false,14195,18,10257,2001-01-01,2001-12-31
"5049_A.ADM3",5049,Municipality,Blenio,Blenio,Blenio,Blenio,false,false,false,true,false,false,false,false,14918,21,10006,2006-10-22,2999-12-31
"2465_A.ADM3",2465,Municipality,Buchegg,Buchegg,Buchegg,Buchegg,false,false,false,true,false,false,false,false,15642,11,10100,2014-01-01,2999-12-31
"1057_A.ADM3",1057,Municipality,Honau,Honau,Honau,Honau,false,false,false,true,false,false,false,false,15558,3,10299,2013-01-01,2999-12-31
"6213_A.ADM3",6213,Municipality,Evionnaz,Evionnaz,Evionnaz,Evionnaz,false,false,false,true,false,false,false,false,12256,23,10177,1960-01-01,2999-12-31
"541_A.ADM3",541,Municipality,Iffwil,Iffwil,Iffwil,Iffwil,false,false,false,true,false,false,false,false,15120,2,10288,2010-01-01,2999-12-31
"117_A.ADM3",117,Municipality,Hinwil,Hinwil,Hinwil,Hinwil,false,false,false,true,false,false,false,false,12156,1,10079,1960-01-01,2999-12-31
"3618_A.ADM3",3618,Municipality,Lumnezia,Lumnezia,Lumnezia,Lumnezia,false,false,false,true,false,false,false,false,16058,18,10316,2017-01-01,2999-12-31
"2308_A.ADM2",2308,District,District de Monthey,District de Monthey,District de Monthey,District de Monthey,false,false,true,false,false,false,false,false,10013,23,10013,1960-01-01,2999-12-31
"2130_A.ADM3",2130,Municipality,Crésuz,Crésuz,Crésuz,Crésuz,false,false,false,true,false,false,false,false,11533,10,10105,1960-01-01,2999-12-31
"119_A.ADM3",119,Municipality,Seegräben,Seegräben,Seegräben,Seegräben,false,false,false,true,false,false,false,false,12951,1,10079,1960-01-01,2999-12-31
"2521_A.ADM3",2521,Municipality,Heinrichswil-Winistorf,Heinrichswil-Winistorf,Heinrichswil-Winistorf,Heinrichswil-Winistorf,false,false,false,true,false,false,false,false,13751,11,10232,1993-01-01,2012-12-31
"853_A.ADM3",853,Municipality,Rüschegg,Rüschegg,Rüschegg,Rüschegg,false,false,false,true,false,false,false,false,15284,2,10288,2010-01-01,2999-12-31
"5632_A.ADM3",5632,Municipality,Denges,Denges,Denges,Denges,false,false,false,true,false,false,false,false,14822,22,10279,2006-09-01,2999-12-31
"5233_A.ADM3",5233,Municipality,Vico Morcote,Vico Morcote,Vico Morcote,Vico Morcote,false,false,false,true,false,false,false,false,10755,21,10003,1960-01-01,2999-12-31
"99_A.ADM3",99,Municipality,Schöfflisdorf,Schöfflisdorf,Schöfflisdorf,Schöfflisdorf,false,false,false,true,false,false,false,false,13037,1,10080,1960-01-01,2999-12-31
"2323_A.ADM3",2323,Municipality,Bossonnens,Bossonnens,Bossonnens,Bossonnens,false,false,false,true,false,false,false,false,11799,10,10101,1960-01-01,2999-12-31
"614_A.ADM3",614,Municipality,Linden,Linden,Linden,Linden,false,false,false,true,false,false,false,false,15179,2,10288,2010-01-01,2999-12-31
"296_A.ADM3",296,Municipality,Illnau-Effretikon,Illnau-Effretikon,Illnau-Effretikon,Illnau-Effretikon,false,false,false,true,false,false,false,false,15671,1,10076,2016-01-01,2999-12-31
"9154_A.ADM3",9154,Municipality,Lac de Neuchâtel (VD),Lac de Neuchâtel (VD),Lac de Neuchâtel (VD),Lac de Neuchâtel (VD),false,false,false,true,false,false,false,false,10257,22,10168,1960-01-01,2999-12-31
"6715_A.ADM3",6715,Municipality,Mervelier,Mervelier,Mervelier,Mervelier,false,false,false,true,false,false,false,false,13286,26,10224,1979-01-01,2999-12-31
"5391_A.ADM3",5391,Municipality,C'za Cadenazzo/Monteceneri,C'za Cadenazzo/Monteceneri,C'za Cadenazzo/Monteceneri,C'za Cadenazzo/Monteceneri,false,false,false,true,false,false,false,false,15393,21,10007,2010-11-21,2999-12-31
"1708_A.ADM3",1708,Municipality,Steinhausen,Steinhausen,Steinhausen,Steinhausen,false,false,false,true,false,false,false,false,10598,9,10108,1960-01-01,2999-12-31
"5214_A.ADM3",5214,Municipality,Porza,Porza,Porza,Porza,false,false,false,true,false,false,false,false,13073,21,10003,1960-01-01,2999-12-31
"5889_A.ADM3",5889,Municipality,La Tour-de-Peilz,La Tour-de-Peilz,La Tour-de-Peilz,La Tour-de-Peilz,false,false,false,true,false,false,false,false,14656,22,10282,2006-09-01,2999-12-31
"5752_A.ADM3",5752,Municipality,Croy,Croy,Croy,Croy,false,false,false,true,false,false,false,false,14831,22,10276,2006-09-01,2999-12-31
"1004_A.ADM2",1004,District,District de la Sarine,District de la Sarine,District de la Sarine,District de la Sarine,false,false,true,false,false,false,false,false,10104,10,10104,1960-01-01,2999-12-31
"791_A.ADM3",791,Municipality,Boltigen,Boltigen,Boltigen,Boltigen,false,false,false,true,false,false,false,false,15275,2,10290,2010-01-01,2999-12-31
"5655_A.ADM3",5655,Municipality,Yens,Yens,Yens,Yens,false,false,false,true,false,false,false,false,14913,22,10279,2006-09-01,2999-12-31
"3586_A.ADM3",3586,Municipality,Valendas,Valendas,Valendas,Valendas,false,false,false,true,false,false,false,false,14183,18,10257,2001-01-01,2012-12-31
"1362_A.ADM3",1362,Municipality,Arth,Arth,Arth,Arth,false,false,false,true,false,false,false,false,11670,5,10068,1960-01-01,2999-12-31
"494_A.ADM3",494,Municipality,Gals,Gals,Gals,Gals,false,false,false,true,false,false,false,false,15103,2,10285,2010-01-01,2999-12-31
"3594_A.ADM3",3594,Municipality,Degen,Degen,Degen,Degen,false,false,false,true,false,false,false,false,14188,18,10257,2001-01-01,2012-12-31
"6062_A.ADM3",6062,Municipality,Mühlebach,Mühlebach,Mühlebach,Mühlebach,false,false,false,true,false,false,false,false,12356,23,10032,1960-01-01,2004-09-30
"4508_A.ADM3",4508,Municipality,Kradolf,Kradolf,Kradolf,Kradolf,false,false,false,true,false,false,false,false,12681,20,10014,1960-01-01,1995-12-31
"1373_A.ADM3",1373,Municipality,Steinen,Steinen,Steinen,Steinen,false,false,false,true,false,false,false,false,10594,5,10068,1960-01-01,2999-12-31
"5528_A.ADM3",5528,Municipality,Naz,Naz,Naz,Naz,false,false,false,true,false,false,false,false,14660,22,10275,2006-09-01,2011-06-30
"5479_A.ADM3",5479,Municipality,Cuarnens,Cuarnens,Cuarnens,Cuarnens,false,false,false,true,false,false,false,false,14830,22,10279,2006-09-01,2999-12-31
"6787_A.ADM3",6787,Municipality,Damphreux,Damphreux,Damphreux,Damphreux,false,false,false,true,false,false,false,false,13334,26,10226,1979-01-01,2022-12-31
"3037_A.ADM3",3037,Municipality,Walzenhausen,Walzenhausen,Walzenhausen,Walzenhausen,false,false,false,true,false,false,false,false,10470,15,10057,1960-01-01,2999-12-31
"908_A.ADM3",908,Municipality,Trub,Trub,Trub,Trub,false,false,false,true,false,false,false,false,15318,2,10287,2010-01-01,2999-12-31
"222_A.ADM3",222,Municipality,Hofstetten (ZH),Hofstetten (ZH),Hofstetten (ZH),Hofstetten (ZH),false,false,false,true,false,false,false,false,14364,1,10074,2003-01-01,2017-12-31
"402_A.ADM3",402,Municipality,Alchenstorf,Alchenstorf,Alchenstorf,Alchenstorf,false,false,false,true,false,false,false,false,15059,2,10287,2010-01-01,2999-12-31
"2127_A.ADM3",2127,Municipality,Charmey,Charmey,Charmey,Charmey,false,false,false,true,false,false,false,false,11447,10,10105,1960-01-01,2013-12-31
"2861_A.ADM3",2861,Municipality,Sissach,Sissach,Sissach,Sissach,false,false,false,true,false,false,false,false,13800,13,10238,1994-01-01,2999-12-31
"864_A.ADM3",864,Municipality,Englisberg,Englisberg,Englisberg,Englisberg,false,false,false,true,false,false,false,false,13949,2,10248,1994-01-01,2003-12-31
"1708_A.ADM2",1708,District,Bezirk See,Bezirk See,Bezirk See,Bezirk See,false,false,true,false,false,false,false,false,10203,17,10203,1960-01-01,2002-12-31
"6639_A.ADM3",6639,Municipality,Soral,Soral,Soral,Soral,false,false,false,true,false,false,false,false,10414,25,10187,1960-01-01,2999-12-31
"1714_A.ADM2",1714,District,Bezirk Gossau,Bezirk Gossau,Bezirk Gossau,Bezirk Gossau,false,false,true,false,false,false,false,false,10195,17,10195,1960-01-01,2002-12-31
"2113_A.ADM3",2113,Municipality,Vuisternens-devant-Romont,Vuisternens-devant-Romont,Vuisternens-devant-Romont,Vuisternens-devant-Romont,false,false,false,true,false,false,false,false,14480,10,10106,2004-01-01,2999-12-31
"2197_A.ADM3",2197,Municipality,Givisiez,Givisiez,Givisiez,Givisiez,false,false,false,true,false,false,false,false,12060,10,10104,1960-01-01,2999-12-31
"711_A.ADM3",711,Municipality,Sorvilier,Sorvilier,Sorvilier,Sorvilier,false,false,false,true,false,false,false,false,15228,2,10283,2010-01-01,2999-12-31
"707_A.ADM3",707,Municipality,Saules (BE),Saules (BE),Saules (BE),Saules (BE),false,false,false,true,false,false,false,false,15224,2,10283,2010-01-01,2999-12-31
"1618_A.ADM3",1618,Municipality,Mühlehorn,Mühlehorn,Mühlehorn,Mühlehorn,false,false,false,true,false,false,false,false,12352,8,10109,1960-01-01,2010-12-31
"2459_A.ADM3",2459,Municipality,Nennigkofen,Nennigkofen,Nennigkofen,Nennigkofen,false,false,false,true,false,false,false,false,12516,11,10100,1960-01-01,2012-12-31
"4021_A.ADM3",4021,Municipality,Baden,Baden,Baden,Baden,false,false,false,true,false,false,false,false,13189,19,10025,1962-01-01,2999-12-31
"300_A.ADM2",300,District,Bezirksfreies Gebiet Luzern,Bezirksfreies Gebiet Luzern,Bezirksfreies Gebiet Luzern,Bezirksfreies Gebiet Luzern,false,false,true,false,false,false,false,false,10134,3,10134,1960-01-01,2999-12-31
"1069_A.ADM3",1069,Municipality,Weggis,Weggis,Weggis,Weggis,false,false,false,true,false,false,false,false,15528,3,10299,2013-01-01,2999-12-31
"3961_A.ADM3",3961,Municipality,Grüsch,Grüsch,Grüsch,Grüsch,false,false,false,true,false,false,false,false,16054,18,10315,2017-01-01,2999-12-31
"5398_A.ADM3",5398,Municipality,Gambarogno,Gambarogno,Gambarogno,Gambarogno,false,false,false,true,false,false,false,false,15391,21,10004,2010-04-25,2999-12-31
"6410_A.ADM3",6410,Municipality,Gorgier,Gorgier,Gorgier,Gorgier,false,false,false,true,false,false,false,false,12067,24,10181,1960-01-01,2017-12-31
"5642_A.ADM3",5642,Municipality,Morges,Morges,Morges,Morges,false,false,false,true,false,false,false,false,14690,22,10279,2006-09-01,2999-12-31
"1344_A.ADM3",1344,Municipality,Lachen,Lachen,Lachen,Lachen,false,false,false,true,false,false,false,false,12607,5,10096,1960-01-01,2999-12-31
"5539_A.ADM3",5539,Municipality,Vuarrens,Vuarrens,Vuarrens,Vuarrens,false,false,false,true,false,false,false,false,14910,22,10275,2006-09-01,2999-12-31
"4320_A.ADM3",4320,Municipality,Tegerfelden,Tegerfelden,Tegerfelden,Tegerfelden,false,false,false,true,false,false,false,false,10541,19,10016,1960-01-01,2999-12-31
"6064_A.ADM3",6064,Municipality,Niederwald,Niederwald,Niederwald,Niederwald,false,false,false,true,false,false,false,false,12567,23,10032,1960-01-01,2016-12-31
"4636_A.ADM3",4636,Municipality,Neuwilen,Neuwilen,Neuwilen,Neuwilen,false,false,false,true,false,false,false,false,12520,20,10011,1960-01-01,1995-12-31
"5747_A.ADM3",5747,Municipality,Bofflens,Bofflens,Bofflens,Bofflens,false,false,false,true,false,false,false,false,14773,22,10276,2006-09-01,2999-12-31
"390_A.ADM3",390,Municipality,Meinisberg,Meinisberg,Meinisberg,Meinisberg,false,false,false,true,false,false,false,false,15053,2,10284,2010-01-01,2999-12-31
"2186_A.ADM3",2186,Municipality,Cottens (FR),Cottens (FR),Cottens (FR),Cottens (FR),false,false,false,true,false,false,false,false,11540,10,10104,1960-01-01,2999-12-31
"863_A.ADM3",863,Municipality,Burgistein,Burgistein,Burgistein,Burgistein,false,false,false,true,false,false,false,false,15288,2,10289,2010-01-01,2999-12-31
"121_A.ADM3",121,Municipality,Wetzikon (ZH),Wetzikon (ZH),Wetzikon (ZH),Wetzikon (ZH),false,false,false,true,false,false,false,false,10277,1,10079,1960-01-01,2999-12-31
"309_A.ADM3",309,Municipality,Radelfingen,Radelfingen,Radelfingen,Radelfingen,false,false,false,true,false,false,false,false,15003,2,10285,2010-01-01,2999-12-31
"781_A.ADM3",781,Municipality,Gadmen,Gadmen,Gadmen,Gadmen,false,false,false,true,false,false,false,false,15269,2,10292,2010-01-01,2013-12-31
"5586_A.ADM3",5586,Municipality,Lausanne,Lausanne,Lausanne,Lausanne,false,false,false,true,false,false,false,false,14649,22,10277,2006-09-01,2999-12-31
"3007_A.ADM3",3007,Municipality,Waldstatt,Waldstatt,Waldstatt,Waldstatt,false,false,false,true,false,false,false,false,10461,15,10054,1960-01-01,2999-12-31
"3273_A.ADM3",3273,Municipality,Grabs,Grabs,Grabs,Grabs,false,false,false,true,false,false,false,false,14407,17,10267,2003-01-01,2999-12-31
"106_A.ADM5",106,Neighbourhood,Unterstrass,Unterstrass,Unterstrass,Unterstrass,false,false,false,false,false,true,false,false,106,1,10228,1934-01-01,2999-12-31
"2519_A.ADM3",2519,Municipality,Gerlafingen,Gerlafingen,Gerlafingen,Gerlafingen,false,false,false,true,false,false,false,false,13728,11,10232,1991-01-01,2999-12-31
"5816_A.ADM3",5816,Municipality,Corcelles-près-Payerne,Corcelles-près-Payerne,Corcelles-près-Payerne,Corcelles-près-Payerne,false,false,false,true,false,false,false,false,14805,22,10274,2006-09-01,2999-12-31
"6011_A.ADM3",6011,Municipality,Zwischbergen,Zwischbergen,Zwischbergen,Zwischbergen,false,false,false,true,false,false,false,false,10159,23,10035,1960-01-01,2999-12-31
"3334_A.ADM3",3334,Municipality,Gommiswald,Gommiswald,Gommiswald,Gommiswald,false,false,false,true,false,false,false,false,14428,17,10270,2003-01-01,2012-12-31
"4324_A.ADM3",4324,Municipality,Zurzach,Zurzach,Zurzach,Zurzach,false,false,false,true,false,false,false,false,16616,19,10016,2022-01-01,2999-12-31
"4117_A.ADM3",4117,Municipality,Thalheim (AG),Thalheim (AG),Thalheim (AG),Thalheim (AG),false,false,false,true,false,false,false,false,10760,19,10023,1960-01-01,2999-12-31
"2455_A.ADM3",2455,Municipality,Lüterkofen-Ichertswil,Lüterkofen-Ichertswil,Lüterkofen-Ichertswil,Lüterkofen-Ichertswil,false,false,false,true,false,false,false,false,13187,11,10100,1961-01-01,2999-12-31
"241_A.ADM3",241,Municipality,Aesch (ZH),Aesch (ZH),Aesch (ZH),Aesch (ZH),false,false,false,true,false,false,false,false,14365,1,10229,2003-01-01,2999-12-31
"5611_A.ADM3",5611,Municipality,Savigny,Savigny,Savigny,Savigny,false,false,false,true,false,false,false,false,14584,22,10278,2006-09-01,2999-12-31
"526_A.ADM3",526,Municipality,Saint-Brais,Saint-Brais,Saint-Brais,Saint-Brais,false,false,false,true,false,false,false,false,10970,2,10159,1960-01-01,1978-12-31
"2829_A.ADM3",2829,Municipality,Liestal,Liestal,Liestal,Liestal,false,false,false,true,false,false,false,false,13774,13,10237,1994-01-01,2999-12-31
"1151_A.ADM3",1151,Municipality,Willisau,Willisau,Willisau,Willisau,false,false,false,true,false,false,false,false,16591,3,10302,2021-01-01,2999-12-31
"2085_A.ADM3",2085,Municipality,La Magne,La Magne,La Magne,La Magne,false,false,false,true,false,false,false,false,12578,10,10106,1960-01-01,2002-12-31
"3604_A.ADM3",3604,Municipality,Vignogn,Vignogn,Vignogn,Vignogn,false,false,false,true,false,false,false,false,14197,18,10257,2001-01-01,2012-12-31
