"spatialunit_uid","spatialunit_current_id","spatialunit_ontology","name","name_de","name_fr","name_it","country","canton","district","municipal","residence_area","neighborhood","region","zone","spatialunit_hist_id","canton_hist_id","district_hist_id","valid_from","valid_until"
"6730_A.ADM3",6730,Municipality,Val Terbi,Val Terbi,Val Terbi,Val Terbi,false,false,false,true,false,false,false,false,16119,26,10224,2018-01-01,2999-12-31
"5665_A.ADM3",5665,Municipality,Chavannes-sur-Moudon,Chavannes-sur-Moudon,Chavannes-sur-Moudon,Chavannes-sur-Moudon,false,false,false,true,false,false,false,false,14856,22,10274,2006-09-01,2999-12-31
"1401_A.ADM2",1401,District,Bezirk Oberklettgau,Bezirk Oberklettgau,Bezirk Oberklettgau,Bezirk Oberklettgau,false,false,true,false,false,false,false,false,10091,14,10091,1960-01-01,2999-12-31
"463_A.ADM3",463,Municipality,Bourrignon,Bourrignon,Bourrignon,Bourrignon,false,false,false,true,false,false,false,false,10984,2,10145,1960-01-01,1978-12-31
"3584_A.ADM3",3584,Municipality,Sevgein,Sevgein,Sevgein,Sevgein,false,false,false,true,false,false,false,false,14182,18,10257,2001-01-01,2013-12-31
"4041_A.ADM3",4041,Municipality,Stetten (AG),Stetten (AG),Stetten (AG),Stetten (AG),false,false,false,true,false,false,false,false,10595,19,10025,1960-01-01,2999-12-31
"4235_A.ADM3",4235,Municipality,Mühlau,Mühlau,Mühlau,Mühlau,false,false,false,true,false,false,false,false,12358,19,10019,1960-01-01,2999-12-31
"802_A.ADM3",802,Municipality,Asuel,Asuel,Asuel,Asuel,false,false,false,true,false,false,false,false,10973,2,10147,1960-01-01,1978-12-31
"4225_A.ADM3",4225,Municipality,Benzenschwil,Benzenschwil,Benzenschwil,Benzenschwil,false,false,false,true,false,false,false,false,11860,19,10019,1960-01-01,2011-12-31
"140_A.ADM3",140,Municipality,Schönenberg (ZH),Schönenberg (ZH),Schönenberg (ZH),Schönenberg (ZH),false,false,false,true,false,false,false,false,13020,1,10078,1960-01-01,2018-12-31
"5266_A.ADM3",5266,Municipality,Stabio,Stabio,Stabio,Stabio,false,false,false,true,false,false,false,false,10381,21,10002,1960-01-01,2999-12-31
"2100_A.ADM2",2100,District,Territorio senza distretto Ticino,Territorio senza distretto Ticino,Territorio senza distretto Ticino,Territorio senza distretto Ticino,false,false,true,false,false,false,false,false,10112,21,10112,1960-01-01,2999-12-31
"2236_A.ADM3",2236,Municipality,Gibloux,Gibloux,Gibloux,Gibloux,false,false,false,true,false,false,false,false,15677,10,10104,2016-01-01,2999-12-31
"5918_A.ADM3",5918,Municipality,Gressy,Gressy,Gressy,Gressy,false,false,false,true,false,false,false,false,14727,22,10276,2006-09-01,2011-06-30
"4010_A.ADM3",4010,Municipality,Oberentfelden,Oberentfelden,Oberentfelden,Oberentfelden,false,false,false,true,false,false,false,false,12465,19,10026,1960-01-01,2999-12-31
"304_A.ADM2",304,District,Amt Sursee,Amt Sursee,Amt Sursee,Amt Sursee,false,false,true,false,false,false,false,false,10063,3,10063,1960-01-01,2012-12-31
"4661_A.ADM3",4661,Municipality,Illighausen,Illighausen,Illighausen,Illighausen,false,false,false,true,false,false,false,false,11544,20,10011,1960-01-01,1997-12-31
"1341_A.ADM3",1341,Municipality,Altendorf,Altendorf,Altendorf,Altendorf,false,false,false,true,false,false,false,false,11774,5,10096,1960-01-01,2999-12-31
"436_A.ADM3",436,Municipality,La Heutte,La Heutte,La Heutte,La Heutte,false,false,false,true,false,false,false,false,15087,2,10283,2010-01-01,2014-12-31
"5184_A.ADM3",5184,Municipality,Gandria,Gandria,Gandria,Gandria,false,false,false,true,false,false,false,false,12117,21,10003,1960-01-01,2004-04-03
"876_A.ADM3",876,Municipality,Mühlethurnen,Mühlethurnen,Mühlethurnen,Mühlethurnen,false,false,false,true,false,false,false,false,15300,2,10288,2010-01-01,2019-12-31
"5534_A.ADM3",5534,Municipality,Rueyres,Rueyres,Rueyres,Rueyres,false,false,false,true,false,false,false,false,14619,22,10275,2006-09-01,2999-12-31
"2134_A.ADM3",2134,Municipality,Grandvillard,Grandvillard,Grandvillard,Grandvillard,false,false,false,true,false,false,false,false,12106,10,10105,1960-01-01,2999-12-31
"736_A.ADM3",736,Municipality,Hagneck,Hagneck,Hagneck,Hagneck,false,false,false,true,false,false,false,false,15242,2,10285,2010-01-01,2999-12-31
"2223_A.ADM2",2223,District,District du Gros-de-Vaud,District du Gros-de-Vaud,District du Gros-de-Vaud,District du Gros-de-Vaud,false,false,true,false,false,false,false,false,10275,22,10275,2006-09-01,2999-12-31
"5794_A.ADM3",5794,Municipality,Oron-le-Châtel,Oron-le-Châtel,Oron-le-Châtel,Oron-le-Châtel,false,false,false,true,false,false,false,false,14684,22,10278,2006-09-01,2011-12-31
"3894_A.ADM3",3894,Municipality,St. Antönien Rüti,St. Antönien Rüti,St. Antönien Rüti,St. Antönien Rüti,false,false,false,true,false,false,false,false,11376,18,10175,1960-01-01,1978-12-31
"6298_A.ADM3",6298,Municipality,Visperterminen,Visperterminen,Visperterminen,Visperterminen,false,false,false,true,false,false,false,false,10419,23,10180,1960-01-01,2999-12-31
"5791_A.ADM3",5791,Municipality,Mézières (VD),Mézières (VD),Mézières (VD),Mézières (VD),false,false,false,true,false,false,false,false,14674,22,10278,2006-09-01,2016-06-30
"792_A.ADM3",792,Municipality,Lenk,Lenk,Lenk,Lenk,false,false,false,true,false,false,false,false,15276,2,10290,2010-01-01,2999-12-31
"4822_A.ADM3",4822,Municipality,Nussbaumen,Nussbaumen,Nussbaumen,Nussbaumen,false,false,false,true,false,false,false,false,12557,20,10009,1960-01-01,1996-12-31
"753_A.ADM3",753,Municipality,Twann,Twann,Twann,Twann,false,false,false,true,false,false,false,false,13917,2,10242,1994-01-01,2009-12-31
"5224_A.ADM3",5224,Municipality,Sonvico,Sonvico,Sonvico,Sonvico,false,false,false,true,false,false,false,false,10411,21,10003,1960-01-01,2013-04-13
"6283_A.ADM3",6283,Municipality,Embd,Embd,Embd,Embd,false,false,false,true,false,false,false,false,12293,23,10180,1960-01-01,2999-12-31
"3391_A.ADM3",3391,Municipality,Bütschwil,Bütschwil,Bütschwil,Bütschwil,false,false,false,true,false,false,false,false,14447,17,10264,2003-01-01,2012-12-31
"3360_A.ADM3",3360,Municipality,Nesslau,Nesslau,Nesslau,Nesslau,false,false,false,true,false,false,false,false,15607,17,10264,2013-01-01,2999-12-31
"5592_A.ADM3",5592,Municipality,Romanel-sur-Lausanne,Romanel-sur-Lausanne,Romanel-sur-Lausanne,Romanel-sur-Lausanne,false,false,false,true,false,false,false,false,14605,22,10277,2006-09-01,2999-12-31
"2471_A.ADM3",2471,Municipality,Bättwil,Bättwil,Bättwil,Bättwil,false,false,false,true,false,false,false,false,11696,11,10099,1960-01-01,2999-12-31
"5792_A.ADM3",5792,Municipality,Montpreveyres,Montpreveyres,Montpreveyres,Montpreveyres,false,false,false,true,false,false,false,false,14697,22,10278,2006-09-01,2999-12-31
"5709_A.ADM3",5709,Municipality,Chéserex,Chéserex,Chéserex,Chéserex,false,false,false,true,false,false,false,false,14809,22,10280,2006-09-01,2999-12-31
"503_A.ADM2",503,District,Bezirk Höfe,Bezirk Höfe,Bezirk Höfe,Bezirk Höfe,false,false,true,false,false,false,false,false,10058,5,10058,1960-01-01,2999-12-31
"3_A.ADM1",3,Canton,Canton of Lucerne,Kanton Luzern,Canton de Lucerne,Cantone di Lucerna,false,true,false,false,false,false,false,false,3,3,,1848-01-01,2999-12-31
"725_A.ADM3",725,Municipality,Prêles,Prêles,Prêles,Prêles,false,false,false,true,false,false,false,false,15236,2,10283,2010-01-01,2013-12-31
"2022_A.ADM3",2022,Municipality,Gletterens,Gletterens,Gletterens,Gletterens,false,false,false,true,false,false,false,false,12055,10,10107,1960-01-01,2999-12-31
"413_A.ADM3",413,Municipality,Koppigen,Koppigen,Koppigen,Koppigen,false,false,false,true,false,false,false,false,15070,2,10287,2010-01-01,2999-12-31
"3983_A.ADM3",3983,Municipality,Medel (Lucmagn),Medel (Lucmagn),Medel (Lucmagn),Medel (Lucmagn),false,false,false,true,false,false,false,false,16040,18,10316,2017-01-01,2999-12-31
"616_A.ADM3",616,Municipality,Münsingen,Münsingen,Münsingen,Münsingen,false,false,false,true,false,false,false,false,15688,2,10288,2017-01-01,2999-12-31
"4203_A.ADM3",4203,Municipality,Möriken-Wildegg,Möriken-Wildegg,Möriken-Wildegg,Möriken-Wildegg,false,false,false,true,false,false,false,false,12367,19,10020,1960-01-01,2999-12-31
"3315_A.ADM3",3315,Municipality,Schänis,Schänis,Schänis,Schänis,false,false,false,true,false,false,false,false,14423,17,10270,2003-01-01,2999-12-31
"649_A.ADM3",649,Municipality,Nenzlingen,Nenzlingen,Nenzlingen,Nenzlingen,false,false,false,true,false,false,false,false,13459,2,10222,1979-01-01,1993-12-31
"5321_A.ADM3",5321,Municipality,Prato-Sornico,Prato-Sornico,Prato-Sornico,Prato-Sornico,false,false,false,true,false,false,false,false,13101,21,10042,1960-01-01,2004-04-03
"5136_A.ADM3",5136,Municipality,Onsernone,Onsernone,Onsernone,Onsernone,false,false,false,true,false,false,false,false,15686,21,10004,2016-04-10,2999-12-31
"488_A.ADM3",488,Municipality,Mervelier,Mervelier,Mervelier,Mervelier,false,false,false,true,false,false,false,false,13244,2,10145,1976-01-01,1978-12-31
"6290_A.ADM3",6290,Municipality,Saas-Fee,Saas-Fee,Saas-Fee,Saas-Fee,false,false,false,true,false,false,false,false,14929,23,10180,2007-01-01,2999-12-31
"6031_A.ADM3",6031,Municipality,Bagnes,Bagnes,Bagnes,Bagnes,false,false,false,true,false,false,false,false,11705,23,10033,1960-01-01,2020-12-31
"1216_A.ADM3",1216,Municipality,Silenen,Silenen,Silenen,Silenen,false,false,false,true,false,false,false,false,12985,4,10061,1960-01-01,2999-12-31
"1033_A.ADM3",1033,Municipality,Inwil,Inwil,Inwil,Inwil,false,false,false,true,false,false,false,false,15574,3,10300,2013-01-01,2999-12-31
"2055_A.ADM3",2055,Municipality,Cheyres-Châbles,Cheyres-Châbles,Cheyres-Châbles,Cheyres-Châbles,false,false,false,true,false,false,false,false,15690,10,10107,2017-01-01,2999-12-31
"754_A.ADM3",754,Municipality,Walperswil,Walperswil,Walperswil,Walperswil,false,false,false,true,false,false,false,false,15258,2,10285,2010-01-01,2999-12-31
"2217_A.ADM2",2217,District,District de la Vallée,District de la Vallée,District de la Vallée,District de la Vallée,false,false,true,false,false,false,false,false,10038,22,10038,1960-01-01,2006-08-31
"2612_A.ADM3",2612,Municipality,Beinwil (SO),Beinwil (SO),Beinwil (SO),Beinwil (SO),false,false,false,true,false,false,false,false,11876,11,10094,1960-01-01,2999-12-31
"5013_A.ADM3",5013,Municipality,Monte Carasso,Monte Carasso,Monte Carasso,Monte Carasso,false,false,false,true,false,false,false,false,12347,21,10007,1960-01-01,2017-04-01
"219_A.ADM2",219,District,Amtsbezirk Obersimmental,Amtsbezirk Obersimmental,Amtsbezirk Obersimmental,Amtsbezirk Obersimmental,false,false,true,false,false,false,false,false,10251,2,10251,1994-01-01,2009-12-31
"921_A.ADM3",921,Municipality,Amsoldingen,Amsoldingen,Amsoldingen,Amsoldingen,false,false,false,true,false,false,false,false,15320,2,10289,2010-01-01,2999-12-31
"5313_A.ADM3",5313,Municipality,Giumaglio,Giumaglio,Giumaglio,Giumaglio,false,false,false,true,false,false,false,false,12061,21,10042,1960-01-01,2004-04-03
"3237_A.ADM3",3237,Municipality,Thal,Thal,Thal,Thal,false,false,false,true,false,false,false,false,14397,17,10265,2003-01-01,2999-12-31
"6805_A.ADM3",6805,Municipality,Seleute,Seleute,Seleute,Seleute,false,false,false,true,false,false,false,false,13352,26,10226,1979-01-01,2008-12-31
"4038_A.ADM3",4038,Municipality,Obersiggenthal,Obersiggenthal,Obersiggenthal,Obersiggenthal,false,false,false,true,false,false,false,false,12456,19,10025,1960-01-01,2999-12-31
"4431_A.ADM3",4431,Municipality,Roggwil (TG),Roggwil (TG),Roggwil (TG),Roggwil (TG),false,false,false,true,false,false,false,false,15412,20,10293,2011-01-01,2999-12-31
"6503_A.ADM3",6503,Municipality,Buttes,Buttes,Buttes,Buttes,false,false,false,true,false,false,false,false,11487,24,10186,1960-01-01,2008-12-31
"2228_A.ADM2",2228,District,District de Nyon,District de Nyon,District de Nyon,District de Nyon,false,false,true,false,false,false,false,false,10280,22,10280,2006-09-01,2999-12-31
"1605_A.ADM3",1605,Municipality,Elm,Elm,Elm,Elm,false,false,false,true,false,false,false,false,12232,8,10109,1960-01-01,2010-12-31
"3297_A.ADM3",3297,Municipality,Vilters-Wangs,Vilters-Wangs,Vilters-Wangs,Vilters-Wangs,false,false,false,true,false,false,false,false,14417,17,10269,2003-01-01,2999-12-31
"4901_A.ADM3",4901,Municipality,Birwinken,Birwinken,Birwinken,Birwinken,false,false,false,true,false,false,false,false,15438,20,10297,2011-01-01,2999-12-31
"4864_A.ADM3",4864,Municipality,Steckborn,Steckborn,Steckborn,Steckborn,false,false,false,true,false,false,false,false,15395,20,10294,2011-01-01,2999-12-31
"2019_A.ADM3",2019,Municipality,Franex,Franex,Franex,Franex,false,false,false,true,false,false,false,false,11934,10,10107,1960-01-01,1991-12-31
"2518_A.ADM3",2518,Municipality,Etziken,Etziken,Etziken,Etziken,false,false,false,true,false,false,false,false,13727,11,10232,1991-01-01,2999-12-31
"107_A.ADM2",107,District,Bezirk Meilen,Bezirk Meilen,Bezirk Meilen,Bezirk Meilen,false,false,true,false,false,false,false,false,10077,1,10077,1960-01-01,2999-12-31
"6005_A.ADM3",6005,Municipality,Glis,Glis,Glis,Glis,false,false,false,true,false,false,false,false,11219,23,10035,1960-01-01,1972-09-30
"4464_A.ADM3",4464,Municipality,Räuchlisberg,Räuchlisberg,Räuchlisberg,Räuchlisberg,false,false,false,true,false,false,false,false,11380,20,10014,1960-01-01,1978-12-31
"1901_A.ADM2",1901,District,Bezirk Aarau,Bezirk Aarau,Bezirk Aarau,Bezirk Aarau,false,false,true,false,false,false,false,false,10026,19,10026,1960-01-01,2999-12-31
"2402_A.ADM2",2402,District,District de la Chaux-de-Fonds,District de la Chaux-de-Fonds,District de la Chaux-de-Fonds,District de la Chaux-de-Fonds,false,false,true,false,false,false,false,false,10191,24,10191,1960-01-01,2017-12-31
"160_A.ADM3",160,Municipality,Zumikon,Zumikon,Zumikon,Zumikon,false,false,false,true,false,false,false,false,10326,1,10077,1960-01-01,2999-12-31
"5486_A.ADM3",5486,Municipality,L'Isle,L'Isle,L'Isle,L'Isle,false,false,false,true,false,false,false,false,14652,22,10279,2006-09-01,2999-12-31
"4037_A.ADM3",4037,Municipality,Oberrohrdorf,Oberrohrdorf,Oberrohrdorf,Oberrohrdorf,false,false,false,true,false,false,false,false,12453,19,10025,1960-01-01,2999-12-31
"3805_A.ADM3",3805,Municipality,Castaneda,Castaneda,Castaneda,Castaneda,false,false,false,true,false,false,false,false,16013,18,10313,2017-01-01,2999-12-31
"6778_A.ADM3",6778,Municipality,Bure,Bure,Bure,Bure,false,false,false,true,false,false,false,false,13325,26,10226,1979-01-01,2999-12-31
"6625_A.ADM3",6625,Municipality,Hermance,Hermance,Hermance,Hermance,false,false,false,true,false,false,false,false,12296,25,10187,1960-01-01,2999-12-31
"2248_A.ADM3",2248,Municipality,Cormérod,Cormérod,Cormérod,Cormérod,false,false,false,true,false,false,false,false,11634,10,10103,1960-01-01,1996-12-31
"6811_A.ADM3",6811,Municipality,Damphreux-Lugnez,Damphreux-Lugnez,Damphreux-Lugnez,Damphreux-Lugnez,false,false,false,true,false,false,false,false,16627,26,10226,2023-01-01,2999-12-31
"5756_A.ADM3",5756,Municipality,Montcherand,Montcherand,Montcherand,Montcherand,false,false,false,true,false,false,false,false,14689,22,10276,2006-09-01,2999-12-31
"302_A.ADM3",302,Municipality,Bargen (BE),Bargen (BE),Bargen (BE),Bargen (BE),false,false,false,true,false,false,false,false,14996,2,10285,2010-01-01,2999-12-31
"2048_A.ADM3",2048,Municipality,La Vounaise,La Vounaise,La Vounaise,La Vounaise,false,false,false,true,false,false,false,false,11359,10,10107,1960-01-01,1980-12-31
"3836_A.ADM3",3836,Municipality,Verdabbio,Verdabbio,Verdabbio,Verdabbio,false,false,false,true,false,false,false,false,14299,18,10262,2001-01-01,2016-12-31
"4596_A.ADM3",4596,Municipality,Niederneunforn,Niederneunforn,Niederneunforn,Niederneunforn,false,false,false,true,false,false,false,false,12562,20,10012,1960-01-01,1995-12-31
"4121_A.ADM3",4121,Municipality,Villigen,Villigen,Villigen,Villigen,false,false,false,true,false,false,false,false,14535,19,10023,2006-01-01,2999-12-31
"1063_A.ADM3",1063,Municipality,Meggen,Meggen,Meggen,Meggen,false,false,false,true,false,false,false,false,15568,3,10299,2013-01-01,2999-12-31
"410_A.ADM3",410,Municipality,Höchstetten,Höchstetten,Höchstetten,Höchstetten,false,false,false,true,false,false,false,false,15067,2,10287,2010-01-01,2999-12-31
"1322_A.ADM3",1322,Municipality,Freienbach,Freienbach,Freienbach,Freienbach,false,false,false,true,false,false,false,false,11961,5,10058,1960-01-01,2999-12-31
"2572_A.ADM3",2572,Municipality,Däniken,Däniken,Däniken,Däniken,false,false,false,true,false,false,false,false,11580,11,10111,1960-01-01,2999-12-31
"178_A.ADM3",178,Municipality,Russikon,Russikon,Russikon,Russikon,false,false,false,true,false,false,false,false,12831,1,10076,1960-01-01,2999-12-31
"5797_A.ADM3",5797,Municipality,La Rogivue,La Rogivue,La Rogivue,La Rogivue,false,false,false,true,false,false,false,false,12583,22,10028,1960-01-01,2002-12-31
"941_A.ADM3",941,Municipality,Thierachern,Thierachern,Thierachern,Thierachern,false,false,false,true,false,false,false,false,15338,2,10289,2010-01-01,2999-12-31
"192_A.ADM2H",192,Region,Region Winterthur u. Umg.,Region Winterthur u. Umg.,Region Winterthur u. Umg.,Region Winterthur u. Umg.,false,false,false,false,false,false,true,false,192,1,,1948-01-01,2999-12-31
"1082_A.ADM3",1082,Municipality,Büron,Büron,Büron,Büron,false,false,false,true,false,false,false,false,15534,3,10301,2013-01-01,2999-12-31
"5722_A.ADM3",5722,Municipality,Grens,Grens,Grens,Grens,false,false,false,true,false,false,false,false,14728,22,10280,2006-09-01,2999-12-31
"1406_A.ADM3",1406,Municipality,Sachseln,Sachseln,Sachseln,Sachseln,false,false,false,true,false,false,false,false,12859,6,10070,1960-01-01,2999-12-31
"6507_A.ADM3",6507,Municipality,Môtiers (NE),Môtiers (NE),Môtiers (NE),Môtiers (NE),false,false,false,true,false,false,false,false,12375,24,10186,1960-01-01,2008-12-31
"408_A.ADM3",408,Municipality,Hellsau,Hellsau,Hellsau,Hellsau,false,false,false,true,false,false,false,false,15065,2,10287,2010-01-01,2999-12-31
"6638_A.ADM3",6638,Municipality,Satigny,Satigny,Satigny,Satigny,false,false,false,true,false,false,false,false,13051,25,10187,1960-01-01,2999-12-31
"4067_A.ADM3",4067,Municipality,Fischbach-Göslikon,Fischbach-Göslikon,Fischbach-Göslikon,Fischbach-Göslikon,false,false,false,true,false,false,false,false,12006,19,10024,1960-01-01,2999-12-31
"5915_A.ADM3",5915,Municipality,Essert-Pittet,Essert-Pittet,Essert-Pittet,Essert-Pittet,false,false,false,true,false,false,false,false,14709,22,10276,2006-09-01,2016-12-31
"1503_A.ADM3",1503,Municipality,Dallenwil,Dallenwil,Dallenwil,Dallenwil,false,false,false,true,false,false,false,false,11568,7,10110,1960-01-01,2999-12-31
"187_A.ADM2H",187,Region,Region Limmattal,Region Limmattal,Region Limmattal,Region Limmattal,false,false,false,false,false,false,true,false,187,1,,1948-01-01,2999-12-31
"1301_A.ADM2",1301,District,Bezirk Arlesheim,Bezirk Arlesheim,Bezirk Arlesheim,Bezirk Arlesheim,false,false,true,false,false,false,false,false,10092,13,10092,1960-01-01,2999-12-31
"1368_A.ADM3",1368,Municipality,Oberiberg,Oberiberg,Oberiberg,Oberiberg,false,false,false,true,false,false,false,false,12475,5,10068,1960-01-01,2999-12-31
"6409_A.ADM3",6409,Municipality,Fresens,Fresens,Fresens,Fresens,false,false,false,true,false,false,false,false,11955,24,10181,1960-01-01,2017-12-31
"6192_A.ADM3",6192,Municipality,Blatten,Blatten,Blatten,Blatten,false,false,false,true,false,false,false,false,11818,23,10125,1960-01-01,2999-12-31
"6416_A.ADM3",6416,Municipality,Milvignes,Milvignes,Milvignes,Milvignes,false,false,false,true,false,false,false,false,16094,24,10320,2018-01-01,2999-12-31
"4921_A.ADM3",4921,Municipality,Bussnang,Bussnang,Bussnang,Bussnang,false,false,false,true,false,false,false,false,15444,20,10297,2011-01-01,2999-12-31
"3734_A.ADM3",3734,Municipality,Trin,Trin,Trin,Trin,false,false,false,true,false,false,false,false,15999,18,10310,2017-01-01,2999-12-31
"352_A.ADM3",352,Municipality,Bolligen,Bolligen,Bolligen,Bolligen,false,false,false,true,false,false,false,false,15030,2,10288,2010-01-01,2999-12-31
"4306_A.ADM3",4306,Municipality,Fisibach,Fisibach,Fisibach,Fisibach,false,false,false,true,false,false,false,false,11999,19,10016,1960-01-01,2999-12-31
"5583_A.ADM3",5583,Municipality,Crissier,Crissier,Crissier,Crissier,false,false,false,true,false,false,false,false,14832,22,10281,2006-09-01,2999-12-31
"311_A.ADM3",311,Municipality,Schüpfen,Schüpfen,Schüpfen,Schüpfen,false,false,false,true,false,false,false,false,15005,2,10285,2010-01-01,2999-12-31
"154_A.ADM3",154,Municipality,Küsnacht (ZH),Küsnacht (ZH),Küsnacht (ZH),Küsnacht (ZH),false,false,false,true,false,false,false,false,12592,1,10077,1960-01-01,2999-12-31
"738_A.ADM3",738,Municipality,Jens,Jens,Jens,Jens,false,false,false,true,false,false,false,false,15244,2,10285,2010-01-01,2999-12-31
"6789_A.ADM3",6789,Municipality,Fahy,Fahy,Fahy,Fahy,false,false,false,true,false,false,false,false,13336,26,10226,1979-01-01,2999-12-31
"769_A.ADM3",769,Municipality,Wimmis,Wimmis,Wimmis,Wimmis,false,false,false,true,false,false,false,false,15268,2,10291,2010-01-01,2999-12-31
"5566_A.ADM3",5566,Municipality,Provence,Provence,Provence,Provence,false,false,false,true,false,false,false,false,14572,22,10276,2006-09-01,2999-12-31
"2541_A.ADM3",2541,Municipality,Balm bei Günsberg,Balm bei Günsberg,Balm bei Günsberg,Balm bei Günsberg,false,false,false,true,false,false,false,false,11702,11,10097,1960-01-01,2999-12-31
"6073_A.ADM3",6073,Municipality,Grafschaft,Grafschaft,Grafschaft,Grafschaft,false,false,false,true,false,false,false,false,14132,23,10032,2000-10-01,2016-12-31
"2302_A.ADM3",2302,Municipality,St. Antoni,St. Antoni,St. Antoni,St. Antoni,false,false,false,true,false,false,false,false,10367,10,10102,1960-01-01,2020-12-31
"2583_A.ADM3",2583,Municipality,Schönenwerd,Schönenwerd,Schönenwerd,Schönenwerd,false,false,false,true,false,false,false,false,12971,11,10111,1960-01-01,2999-12-31
"6773_A.ADM3",6773,Municipality,Beurnevésin,Beurnevésin,Beurnevésin,Beurnevésin,false,false,false,true,false,false,false,false,13320,26,10226,1979-01-01,2999-12-31
"750_A.ADM3",750,Municipality,Sutz-Lattrigen,Sutz-Lattrigen,Sutz-Lattrigen,Sutz-Lattrigen,false,false,false,true,false,false,false,false,15256,2,10284,2010-01-01,2999-12-31
"4575_A.ADM3",4575,Municipality,Niederwil (TG),Niederwil (TG),Niederwil (TG),Niederwil (TG),false,false,false,true,false,false,false,false,12571,20,10012,1960-01-01,1997-12-31
"3311_A.ADM3",3311,Municipality,Amden,Amden,Amden,Amden,false,false,false,true,false,false,false,false,14419,17,10270,2003-01-01,2999-12-31
"3635_A.ADM3",3635,Municipality,Pratval,Pratval,Pratval,Pratval,false,false,false,true,false,false,false,false,14210,18,10259,2001-01-01,2014-12-31
"6618_A.ADM3",6618,Municipality,Confignon,Confignon,Confignon,Confignon,false,false,false,true,false,false,false,false,11651,25,10187,1960-01-01,2999-12-31
"5173_A.ADM3",5173,Municipality,Certara,Certara,Certara,Certara,false,false,false,true,false,false,false,false,11384,21,10003,1960-01-01,2013-04-13
"5485_A.ADM3",5485,Municipality,Grancy,Grancy,Grancy,Grancy,false,false,false,true,false,false,false,false,14736,22,10279,2006-09-01,2999-12-31
"567_A.ADM3",567,Municipality,Reichenbach im Kandertal,Reichenbach im Kandertal,Reichenbach im Kandertal,Reichenbach im Kandertal,false,false,false,true,false,false,false,false,15143,2,10291,2010-01-01,2999-12-31
"2404_A.ADM3",2404,Municipality,Neuendorf,Neuendorf,Neuendorf,Neuendorf,false,false,false,true,false,false,false,false,13706,11,10230,1991-01-01,2999-12-31
"246_A.ADM2",246,District,Verwaltungskreis Bern-Mittelland,Verwaltungskreis Bern-Mittelland,Verwaltungskreis Bern-Mittelland,Verwaltungskreis Bern-Mittelland,false,false,true,false,false,false,false,false,10288,2,10288,2010-01-01,2999-12-31
"5714_A.ADM3",5714,Municipality,Crassier,Crassier,Crassier,Crassier,false,false,false,true,false,false,false,false,14835,22,10280,2006-09-01,2999-12-31
"6176_A.ADM3",6176,Municipality,Greich,Greich,Greich,Greich,false,false,false,true,false,false,false,false,12084,23,10125,1960-01-01,2003-10-31
"5719_A.ADM3",5719,Municipality,Gingins,Gingins,Gingins,Gingins,false,false,false,true,false,false,false,false,14731,22,10280,2006-09-01,2999-12-31
"6509_A.ADM3",6509,Municipality,Saint-Sulpice (NE),Saint-Sulpice (NE),Saint-Sulpice (NE),Saint-Sulpice (NE),false,false,false,true,false,false,false,false,13026,24,10186,1960-01-01,2008-12-31
"5552_A.ADM3",5552,Municipality,Bullet,Bullet,Bullet,Bullet,false,false,false,true,false,false,false,false,14843,22,10276,2006-09-01,2999-12-31
"3785_A.ADM3",3785,Municipality,La Punt Chamues-ch,La Punt Chamues-ch,La Punt Chamues-ch,La Punt Chamues-ch,false,false,false,true,false,false,false,false,16586,18,10312,2020-10-01,2999-12-31
"88_A.ADM3",88,Municipality,Neerach,Neerach,Neerach,Neerach,false,false,false,true,false,false,false,false,12537,1,10080,1960-01-01,2999-12-31
"6628_A.ADM3",6628,Municipality,Lancy,Lancy,Lancy,Lancy,false,false,false,true,false,false,false,false,12624,25,10187,1960-01-01,2999-12-31
"1001_A.ADM3",1001,Municipality,Doppleschwand,Doppleschwand,Doppleschwand,Doppleschwand,false,false,false,true,false,false,false,false,15557,3,10303,2013-01-01,2999-12-31
"4406_A.ADM3",4406,Municipality,Dozwil,Dozwil,Dozwil,Dozwil,false,false,false,true,false,false,false,false,15403,20,10293,2011-01-01,2999-12-31
"2325_A.ADM3",2325,Municipality,Châtel-Saint-Denis,Châtel-Saint-Denis,Châtel-Saint-Denis,Châtel-Saint-Denis,false,false,false,true,false,false,false,false,11426,10,10101,1960-01-01,2999-12-31
"2105_A.ADM2",2105,District,Distretto di Lugano,Distretto di Lugano,Distretto di Lugano,Distretto di Lugano,false,false,true,false,false,false,false,false,10003,21,10003,1960-01-01,2999-12-31
"2864_A.ADM3",2864,Municipality,Thürnen,Thürnen,Thürnen,Thürnen,false,false,false,true,false,false,false,false,13803,13,10238,1994-01-01,2999-12-31
"4078_A.ADM3",4078,Municipality,Uezwil,Uezwil,Uezwil,Uezwil,false,false,false,true,false,false,false,false,10853,19,10024,1960-01-01,2999-12-31
"5222_A.ADM3",5222,Municipality,Sessa,Sessa,Sessa,Sessa,false,false,false,true,false,false,false,false,12993,21,10003,1960-01-01,2021-04-17
"2080_A.ADM3",2080,Municipality,Hennens,Hennens,Hennens,Hennens,false,false,false,true,false,false,false,false,12241,10,10106,1960-01-01,1997-12-31
"4028_A.ADM3",4028,Municipality,Freienwil,Freienwil,Freienwil,Freienwil,false,false,false,true,false,false,false,false,11946,19,10025,1960-01-01,2999-12-31
