name;language;last_pipeline_run;data_source_url;title;title_en;description;description_en;temporal_coverage;update_frequency;spatial_coverage
divorces_duration_of_marriage_age_classes;en;2022-12-31;https://www.bfs.admin.ch/asset/en/px-x-0102020203_104;"Divorces by canton, duration of marriage and age class of both of the divorcing partners";"Divorces by canton, duration of marriage and age class of both of the divorcing partners";"This dataset presents the annual number of divorces by canton, duration of marriage and age class of the spouses, since 1969.";"This dataset presents the annual number of divorces by canton, duration of marriage and age class of the spouses, since 1969.";1969-2021;ANNUAL;country and canton
