name;table_name;data_type;title;title_en;example_values
citizenship_category_husband;marriage_citizenship;categorical;"citizen category husband: either foreign or Swiss";"citizen category husband: either foreign or Swiss";"Foreign country,Citizenship of husband - total,Switzerland"
citizenship_category_wife;marriage_citizenship;categorical;"citizen category wife: either foreign or Swiss";"citizen category wife: either foreign or Swiss";"Foreign country,Citizenship of wife - total,Switzerland"
amount;marriage_citizenship;numeric;"number of marriages";"number of divorces";10
