name;language;data_source_url;title;title_en;description;description_en;temporal_coverage;update_frequency;spatial_coverage
aargau_privatverkehr_bestand_nach_fahrzeugarten;de;https://www.ag.ch/de/themen/datenportal#/api/privatverkehr-fahrzeuge-fahrzeugbestand-bestand-nach-fahrzeugarten;"Privatverkehr, Fahrzeuge, Fahrzeugbestand, Bestand nach Fahrzeugarten";"Private transport, vehicles, vehicle stock, stock by vehicle type";"Anzahl der verschiedenen Arten von Transportfahrzeugen im Kanton Aargau seit 1930, jährliche Aufzeichnungen seit 1960.";"Number of different types of transportation vehicle in canton Aargau since 1930, yearly records since 1960.";1930-2022;ANNUAL;Gemeinde
