name;language;last_pipeline_run;data_source_url;title;title_en;description;description_en;temporal_coverage;update_frequency;spatial_coverage
zurich_effektive_preise_wohnbauland;de;2023-10-13;https://www.zh.ch/de/politik-staat/statistik-daten/datenkatalog.html#/datasets/73@statistisches-amt-kanton-zuerich;Effektive Preise für Wohnbauland im Kanton Zürich;Effective prices for residential land in the canton of Zurich;Effektive Quadratmeterpreise und Anzahl Tranasaktionen von unbebautem Wohnbauland im Kanton Zürich seit 1974;Effective square metre prices and number of tranasactions of undeveloped residential land in the canton of Zurich since 1974;1974-2022;ANNUAL;Canton
